Product,Brand,Category,Review Date,Review Text,Review Title,Rating
Gaming Headset,Razer,Electronics,2022-03-16,Completely disappointed. It broke after minimal use. I've had it for 10 months.,Not worth it,4
Smart Thermostat,Nest,Smart Home,2023-10-09,Decent product but not worth the price. I expected better durability. I've had it for 11 months.,Very disappointed,3
Laptop Backpack,Samsonite,Luggage & Travel,2022-01-17,"Terrible build quality, not recommended at all. I've had it for 23 months.",Not worth it,4
Espresso Machine,Breville,Home Appliances,2022-06-09,Very pleased with this! Works as expected and easy to use. I've had it for 7 months.,Terrible experience,2
Wireless Keyboard,Logitech,Accessories,2023-01-30,Does the job but not as well as I had hoped. Could be improved. I've had it for 10 months.,Highly recommended,3
Robot Vacuum,iRobot,Home Appliances,2022-10-19,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 19 months.",Fantastic product!,4
Smart Thermostat,Nest,Smart Home,2023-11-03,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 19 months.",Very disappointed,4
Laptop Backpack,Samsonite,Luggage & Travel,2022-03-12,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 15 months.",Very disappointed,3
Electric Toothbrush,Oral-B,Health & Personal Care,2022-08-17,Decent product but not worth the price. I expected better durability. I've had it for 17 months.,Exceeded my expectations,5
Fitness Tracker,Fitbit,Wearables,2023-06-28,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 20 months.",Very disappointed,1
Digital Camera,Canon,Photography,2022-03-24,Completely disappointed. It broke after minimal use. I've had it for 14 months.,Highly recommended,4
Wireless Keyboard,Logitech,Accessories,2022-07-10,Decent product but not worth the price. I expected better durability. I've had it for 10 months.,Highly recommended,1
Electric Toothbrush,Oral-B,Health & Personal Care,2023-07-06,Completely disappointed. It broke after minimal use. I've had it for 14 months.,"Meh, just okay",4
Gaming Headset,Razer,Electronics,2023-06-25,This exceeded my expectations! The design and performance are outstanding. I've had it for 20 months.,Terrible experience,4
Smart Thermostat,Nest,Smart Home,2023-10-19,This product has been amazing. I use it every day with no issues. I've had it for 20 months.,Terrible experience,4
Espresso Machine,Breville,Home Appliances,2022-12-09,This exceeded my expectations! The design and performance are outstanding. I've had it for 23 months.,Good but not great,1
Wireless Keyboard,Logitech,Accessories,2023-05-19,This exceeded my expectations! The design and performance are outstanding. I've had it for 16 months.,Exceeded my expectations,5
Wireless Keyboard,Logitech,Accessories,2022-02-16,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 7 months.",Highly recommended,4
Digital Camera,Canon,Photography,2022-06-12,Very pleased with this! Works as expected and easy to use. I've had it for 5 months.,"Meh, just okay",3
Wireless Keyboard,Logitech,Accessories,2022-10-08,Does the job but not as well as I had hoped. Could be improved. I've had it for 6 months.,Excellent quality!,1
Espresso Machine,Breville,Home Appliances,2022-06-11,"Terrible build quality, not recommended at all. I've had it for 11 months.",Very disappointed,5
Robot Vacuum,iRobot,Home Appliances,2023-01-09,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 20 months.",Terrible experience,3
Espresso Machine,Breville,Home Appliances,2023-06-05,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 10 months.",Fantastic product!,2
Smart TV,Samsung,Electronics,2022-03-13,Very pleased with this! Works as expected and easy to use. I've had it for 23 months.,Not worth it,5
Robot Vacuum,iRobot,Home Appliances,2022-03-05,Does the job but not as well as I had hoped. Could be improved. I've had it for 22 months.,Very disappointed,4
Smart TV,Samsung,Electronics,2023-07-07,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 17 months.",Good but not great,4
Laptop Backpack,Samsonite,Luggage & Travel,2022-07-23,Decent product but not worth the price. I expected better durability. I've had it for 1 months.,Excellent quality!,3
Wireless Keyboard,Logitech,Accessories,2023-05-15,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 6 months.",Not worth it,4
Gaming Headset,Razer,Electronics,2022-08-01,This product has been amazing. I use it every day with no issues. I've had it for 16 months.,Good but not great,1
Smart Thermostat,Nest,Smart Home,2023-05-29,This exceeded my expectations! The design and performance are outstanding. I've had it for 7 months.,Excellent quality!,4
Laptop Backpack,Samsonite,Luggage & Travel,2023-05-08,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 15 months.",Fantastic product!,4
Gaming Headset,Razer,Electronics,2023-01-01,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 20 months.",Highly recommended,3
Smart Thermostat,Nest,Smart Home,2023-10-21,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 12 months.",Very disappointed,2
Digital Camera,Canon,Photography,2023-07-25,"Terrible build quality, not recommended at all. I've had it for 3 months.",Terrible experience,3
Smart Thermostat,Nest,Smart Home,2023-09-19,This exceeded my expectations! The design and performance are outstanding. I've had it for 7 months.,Good but not great,5
Wireless Keyboard,Logitech,Accessories,2023-11-01,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 5 months.",Excellent quality!,1
Gaming Headset,Razer,Electronics,2022-10-01,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 10 months.",Good but not great,4
Espresso Machine,Breville,Home Appliances,2022-06-19,Decent product but not worth the price. I expected better durability. I've had it for 19 months.,"Meh, just okay",2
Digital Camera,Canon,Photography,2023-08-07,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 11 months.",Highly recommended,2
Smart Thermostat,Nest,Smart Home,2023-12-11,"Terrible build quality, not recommended at all. I've had it for 14 months.","Meh, just okay",4
Smart TV,Samsung,Electronics,2022-01-02,Does the job but not as well as I had hoped. Could be improved. I've had it for 17 months.,Good but not great,3
Smart TV,Samsung,Electronics,2023-03-30,"Terrible build quality, not recommended at all. I've had it for 6 months.",Highly recommended,1
Smart Thermostat,Nest,Smart Home,2022-08-29,Does the job but not as well as I had hoped. Could be improved. I've had it for 13 months.,Would not buy again,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-12-17,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 19 months.",Terrible experience,5
Laptop Backpack,Samsonite,Luggage & Travel,2023-02-10,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 17 months.",Would not buy again,2
Fitness Tracker,Fitbit,Wearables,2022-05-30,Completely disappointed. It broke after minimal use. I've had it for 3 months.,Fantastic product!,3
Robot Vacuum,iRobot,Home Appliances,2023-01-09,This product has been amazing. I use it every day with no issues. I've had it for 14 months.,Terrible experience,1
Robot Vacuum,iRobot,Home Appliances,2022-10-25,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 11 months.","Meh, just okay",4
Espresso Machine,Breville,Home Appliances,2022-04-18,This product has been amazing. I use it every day with no issues. I've had it for 2 months.,Would not buy again,3
Digital Camera,Canon,Photography,2023-01-22,Does the job but not as well as I had hoped. Could be improved. I've had it for 13 months.,Good but not great,3
Fitness Tracker,Fitbit,Wearables,2022-06-29,"Terrible build quality, not recommended at all. I've had it for 14 months.",Exceeded my expectations,5
Wireless Keyboard,Logitech,Accessories,2023-01-24,Completely disappointed. It broke after minimal use. I've had it for 17 months.,Excellent quality!,2
Laptop Backpack,Samsonite,Luggage & Travel,2023-08-26,Completely disappointed. It broke after minimal use. I've had it for 9 months.,Terrible experience,4
Fitness Tracker,Fitbit,Wearables,2022-04-07,Does the job but not as well as I had hoped. Could be improved. I've had it for 7 months.,Terrible experience,4
Digital Camera,Canon,Photography,2022-10-29,Does the job but not as well as I had hoped. Could be improved. I've had it for 5 months.,Very disappointed,5
Digital Camera,Canon,Photography,2023-04-04,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 24 months.",Would not buy again,4
Laptop Backpack,Samsonite,Luggage & Travel,2023-06-18,Does the job but not as well as I had hoped. Could be improved. I've had it for 24 months.,Would not buy again,5
Laptop Backpack,Samsonite,Luggage & Travel,2023-12-15,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 18 months.",Highly recommended,3
Smart Thermostat,Nest,Smart Home,2022-06-23,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 19 months.",Fantastic product!,2
Electric Toothbrush,Oral-B,Health & Personal Care,2022-04-03,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 15 months.",Fantastic product!,5
Gaming Headset,Razer,Electronics,2022-01-07,Decent product but not worth the price. I expected better durability. I've had it for 17 months.,Good but not great,2
Espresso Machine,Breville,Home Appliances,2023-12-06,This exceeded my expectations! The design and performance are outstanding. I've had it for 9 months.,Exceeded my expectations,4
Digital Camera,Canon,Photography,2023-06-25,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 11 months.",Would not buy again,2
Robot Vacuum,iRobot,Home Appliances,2023-12-25,This exceeded my expectations! The design and performance are outstanding. I've had it for 10 months.,Very disappointed,1
Laptop Backpack,Samsonite,Luggage & Travel,2022-09-22,Does the job but not as well as I had hoped. Could be improved. I've had it for 16 months.,Fantastic product!,1
Digital Camera,Canon,Photography,2022-01-07,Does the job but not as well as I had hoped. Could be improved. I've had it for 7 months.,"Meh, just okay",5
Espresso Machine,Breville,Home Appliances,2022-12-22,Decent product but not worth the price. I expected better durability. I've had it for 6 months.,Would not buy again,1
Electric Toothbrush,Oral-B,Health & Personal Care,2022-09-18,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 1 months.",Terrible experience,2
Electric Toothbrush,Oral-B,Health & Personal Care,2022-01-19,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 10 months.",Not worth it,5
Electric Toothbrush,Oral-B,Health & Personal Care,2023-08-30,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 17 months.",Would not buy again,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-06-03,This product has been amazing. I use it every day with no issues. I've had it for 8 months.,Highly recommended,3
Smart Thermostat,Nest,Smart Home,2022-01-12,Decent product but not worth the price. I expected better durability. I've had it for 6 months.,Terrible experience,2
Fitness Tracker,Fitbit,Wearables,2022-12-23,Completely disappointed. It broke after minimal use. I've had it for 18 months.,Not worth it,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-04-08,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 5 months.",Terrible experience,3
Fitness Tracker,Fitbit,Wearables,2022-05-01,Decent product but not worth the price. I expected better durability. I've had it for 2 months.,Terrible experience,4
Smart TV,Samsung,Electronics,2023-05-04,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 7 months.",Very disappointed,4
Fitness Tracker,Fitbit,Wearables,2022-03-10,This product has been amazing. I use it every day with no issues. I've had it for 20 months.,Highly recommended,3
Fitness Tracker,Fitbit,Wearables,2023-08-31,Very pleased with this! Works as expected and easy to use. I've had it for 11 months.,Terrible experience,2
Gaming Headset,Razer,Electronics,2022-10-17,Does the job but not as well as I had hoped. Could be improved. I've had it for 17 months.,"Meh, just okay",2
Smart Thermostat,Nest,Smart Home,2023-09-26,Does the job but not as well as I had hoped. Could be improved. I've had it for 3 months.,Fantastic product!,4
Smart Thermostat,Nest,Smart Home,2023-03-19,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 4 months.",Excellent quality!,2
Espresso Machine,Breville,Home Appliances,2022-03-14,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 19 months.",Fantastic product!,1
Fitness Tracker,Fitbit,Wearables,2023-12-21,Does the job but not as well as I had hoped. Could be improved. I've had it for 8 months.,Good but not great,1
Electric Toothbrush,Oral-B,Health & Personal Care,2022-06-22,Does the job but not as well as I had hoped. Could be improved. I've had it for 19 months.,Good but not great,2
Gaming Headset,Razer,Electronics,2022-10-25,Does the job but not as well as I had hoped. Could be improved. I've had it for 5 months.,Highly recommended,3
Digital Camera,Canon,Photography,2022-02-23,Does the job but not as well as I had hoped. Could be improved. I've had it for 17 months.,Highly recommended,2
Smart TV,Samsung,Electronics,2023-05-18,Does the job but not as well as I had hoped. Could be improved. I've had it for 8 months.,Very disappointed,1
Smart Thermostat,Nest,Smart Home,2023-05-28,This product has been amazing. I use it every day with no issues. I've had it for 11 months.,"Meh, just okay",4
Smart Thermostat,Nest,Smart Home,2022-08-03,Completely disappointed. It broke after minimal use. I've had it for 13 months.,Very disappointed,5
Smart Thermostat,Nest,Smart Home,2023-09-05,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 20 months.",Not worth it,4
Smart Thermostat,Nest,Smart Home,2023-10-19,"Terrible build quality, not recommended at all. I've had it for 13 months.",Not worth it,1
Robot Vacuum,iRobot,Home Appliances,2023-07-14,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 5 months.",Excellent quality!,1
Gaming Headset,Razer,Electronics,2022-07-21,"Terrible build quality, not recommended at all. I've had it for 2 months.",Terrible experience,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-06-21,Very pleased with this! Works as expected and easy to use. I've had it for 22 months.,Good but not great,5
Smart TV,Samsung,Electronics,2022-02-06,Decent product but not worth the price. I expected better durability. I've had it for 1 months.,Exceeded my expectations,5
Wireless Keyboard,Logitech,Accessories,2023-01-10,This exceeded my expectations! The design and performance are outstanding. I've had it for 8 months.,Fantastic product!,3
Gaming Headset,Razer,Electronics,2023-06-24,Completely disappointed. It broke after minimal use. I've had it for 14 months.,Very disappointed,1
Laptop Backpack,Samsonite,Luggage & Travel,2023-11-28,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 23 months.",Highly recommended,3
Espresso Machine,Breville,Home Appliances,2022-03-09,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 12 months.",Highly recommended,3
Smart Thermostat,Nest,Smart Home,2022-07-11,This product has been amazing. I use it every day with no issues. I've had it for 7 months.,Terrible experience,1
Espresso Machine,Breville,Home Appliances,2022-11-12,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 9 months.",Good but not great,1
Espresso Machine,Breville,Home Appliances,2022-07-27,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 9 months.",Would not buy again,5
Digital Camera,Canon,Photography,2023-06-18,This product has been amazing. I use it every day with no issues. I've had it for 8 months.,Excellent quality!,4
Wireless Keyboard,Logitech,Accessories,2023-12-15,This product has been amazing. I use it every day with no issues. I've had it for 8 months.,Good but not great,5
Digital Camera,Canon,Photography,2023-04-02,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 8 months.",Not worth it,5
Wireless Keyboard,Logitech,Accessories,2022-04-07,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 5 months.",Very disappointed,2
Digital Camera,Canon,Photography,2022-05-11,Decent product but not worth the price. I expected better durability. I've had it for 24 months.,Highly recommended,2
Robot Vacuum,iRobot,Home Appliances,2023-12-20,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 19 months.","Meh, just okay",3
Laptop Backpack,Samsonite,Luggage & Travel,2023-06-03,This product has been amazing. I use it every day with no issues. I've had it for 5 months.,Excellent quality!,5
Smart TV,Samsung,Electronics,2023-10-25,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 3 months.","Meh, just okay",4
Robot Vacuum,iRobot,Home Appliances,2023-11-29,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 17 months.",Not worth it,3
Wireless Keyboard,Logitech,Accessories,2023-11-02,This exceeded my expectations! The design and performance are outstanding. I've had it for 4 months.,Fantastic product!,1
Digital Camera,Canon,Photography,2022-10-20,Decent product but not worth the price. I expected better durability. I've had it for 23 months.,Very disappointed,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-12-19,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 5 months.",Very disappointed,1
Smart Thermostat,Nest,Smart Home,2022-08-27,This product has been amazing. I use it every day with no issues. I've had it for 21 months.,Highly recommended,1
Robot Vacuum,iRobot,Home Appliances,2023-05-10,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 8 months.",Very disappointed,4
Electric Toothbrush,Oral-B,Health & Personal Care,2022-12-23,This exceeded my expectations! The design and performance are outstanding. I've had it for 9 months.,Terrible experience,5
Wireless Keyboard,Logitech,Accessories,2023-06-26,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 11 months.",Exceeded my expectations,3
Fitness Tracker,Fitbit,Wearables,2022-05-11,Completely disappointed. It broke after minimal use. I've had it for 20 months.,Fantastic product!,2
Smart Thermostat,Nest,Smart Home,2022-03-26,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 14 months.",Not worth it,5
Smart TV,Samsung,Electronics,2023-05-14,"Terrible build quality, not recommended at all. I've had it for 22 months.",Would not buy again,1
Laptop Backpack,Samsonite,Luggage & Travel,2023-10-19,Completely disappointed. It broke after minimal use. I've had it for 1 months.,Terrible experience,1
Laptop Backpack,Samsonite,Luggage & Travel,2023-02-17,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 14 months.",Not worth it,5
Espresso Machine,Breville,Home Appliances,2022-10-18,"Terrible build quality, not recommended at all. I've had it for 5 months.",Excellent quality!,5
Smart TV,Samsung,Electronics,2023-12-18,Decent product but not worth the price. I expected better durability. I've had it for 20 months.,Not worth it,5
Laptop Backpack,Samsonite,Luggage & Travel,2022-04-17,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 6 months.",Terrible experience,4
Electric Toothbrush,Oral-B,Health & Personal Care,2022-11-12,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 6 months.",Terrible experience,3
Digital Camera,Canon,Photography,2023-07-12,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 6 months.",Very disappointed,5
Gaming Headset,Razer,Electronics,2023-05-19,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 8 months.",Very disappointed,1
Espresso Machine,Breville,Home Appliances,2023-01-19,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 19 months.",Fantastic product!,4
Smart TV,Samsung,Electronics,2022-07-09,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 7 months.",Excellent quality!,3
Gaming Headset,Razer,Electronics,2022-11-30,Does the job but not as well as I had hoped. Could be improved. I've had it for 9 months.,Fantastic product!,1
Fitness Tracker,Fitbit,Wearables,2023-12-08,This exceeded my expectations! The design and performance are outstanding. I've had it for 5 months.,Would not buy again,4
Smart Thermostat,Nest,Smart Home,2022-11-17,"Terrible build quality, not recommended at all. I've had it for 21 months.","Meh, just okay",4
Robot Vacuum,iRobot,Home Appliances,2022-03-20,Does the job but not as well as I had hoped. Could be improved. I've had it for 9 months.,"Meh, just okay",1
Laptop Backpack,Samsonite,Luggage & Travel,2023-02-12,This exceeded my expectations! The design and performance are outstanding. I've had it for 21 months.,Good but not great,5
Gaming Headset,Razer,Electronics,2022-10-13,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 12 months.",Highly recommended,2
Laptop Backpack,Samsonite,Luggage & Travel,2022-09-27,Completely disappointed. It broke after minimal use. I've had it for 24 months.,Highly recommended,4
Gaming Headset,Razer,Electronics,2022-11-18,"Terrible build quality, not recommended at all. I've had it for 10 months.",Would not buy again,1
Laptop Backpack,Samsonite,Luggage & Travel,2022-11-09,This exceeded my expectations! The design and performance are outstanding. I've had it for 13 months.,Good but not great,3
Wireless Keyboard,Logitech,Accessories,2022-08-20,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 17 months.",Good but not great,5
Laptop Backpack,Samsonite,Luggage & Travel,2022-05-03,Completely disappointed. It broke after minimal use. I've had it for 8 months.,Terrible experience,3
Espresso Machine,Breville,Home Appliances,2022-02-02,This product has been amazing. I use it every day with no issues. I've had it for 11 months.,Would not buy again,2
Robot Vacuum,iRobot,Home Appliances,2023-08-22,Completely disappointed. It broke after minimal use. I've had it for 10 months.,Terrible experience,5
Electric Toothbrush,Oral-B,Health & Personal Care,2023-05-22,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 7 months.",Terrible experience,5
Wireless Keyboard,Logitech,Accessories,2023-03-24,Does the job but not as well as I had hoped. Could be improved. I've had it for 14 months.,Terrible experience,2
Gaming Headset,Razer,Electronics,2022-03-03,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 15 months.",Highly recommended,2
Laptop Backpack,Samsonite,Luggage & Travel,2023-03-29,This product has been amazing. I use it every day with no issues. I've had it for 21 months.,Terrible experience,2
Gaming Headset,Razer,Electronics,2023-06-25,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 14 months.",Highly recommended,4
Electric Toothbrush,Oral-B,Health & Personal Care,2022-08-08,This exceeded my expectations! The design and performance are outstanding. I've had it for 18 months.,Terrible experience,4
Espresso Machine,Breville,Home Appliances,2022-01-14,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 10 months.","Meh, just okay",4
Smart TV,Samsung,Electronics,2022-12-12,Does the job but not as well as I had hoped. Could be improved. I've had it for 5 months.,Exceeded my expectations,1
Gaming Headset,Razer,Electronics,2022-06-30,"Terrible build quality, not recommended at all. I've had it for 13 months.",Excellent quality!,3
Wireless Keyboard,Logitech,Accessories,2022-08-15,"Terrible build quality, not recommended at all. I've had it for 19 months.",Would not buy again,2
Wireless Keyboard,Logitech,Accessories,2022-01-03,"Terrible build quality, not recommended at all. I've had it for 16 months.","Meh, just okay",5
Espresso Machine,Breville,Home Appliances,2023-03-26,This product has been amazing. I use it every day with no issues. I've had it for 18 months.,"Meh, just okay",4
Robot Vacuum,iRobot,Home Appliances,2023-07-14,"Terrible build quality, not recommended at all. I've had it for 9 months.",Good but not great,2
Robot Vacuum,iRobot,Home Appliances,2023-05-06,Very pleased with this! Works as expected and easy to use. I've had it for 12 months.,Highly recommended,3
Digital Camera,Canon,Photography,2022-11-25,Decent product but not worth the price. I expected better durability. I've had it for 6 months.,Good but not great,5
Smart Thermostat,Nest,Smart Home,2022-03-21,This product has been amazing. I use it every day with no issues. I've had it for 7 months.,"Meh, just okay",5
Espresso Machine,Breville,Home Appliances,2023-11-23,This product has been amazing. I use it every day with no issues. I've had it for 9 months.,"Meh, just okay",5
Wireless Keyboard,Logitech,Accessories,2023-12-18,This exceeded my expectations! The design and performance are outstanding. I've had it for 23 months.,Very disappointed,5
Wireless Keyboard,Logitech,Accessories,2022-04-01,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 2 months.",Exceeded my expectations,3
Wireless Keyboard,Logitech,Accessories,2022-07-06,Does the job but not as well as I had hoped. Could be improved. I've had it for 14 months.,Exceeded my expectations,4
Robot Vacuum,iRobot,Home Appliances,2022-03-30,"Terrible build quality, not recommended at all. I've had it for 18 months.","Meh, just okay",5
Digital Camera,Canon,Photography,2023-04-23,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 5 months.",Terrible experience,3
Robot Vacuum,iRobot,Home Appliances,2023-12-13,Completely disappointed. It broke after minimal use. I've had it for 23 months.,"Meh, just okay",1
Wireless Keyboard,Logitech,Accessories,2023-02-08,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 14 months.",Highly recommended,4
Gaming Headset,Razer,Electronics,2023-12-19,This exceeded my expectations! The design and performance are outstanding. I've had it for 23 months.,Exceeded my expectations,4
Wireless Keyboard,Logitech,Accessories,2022-09-23,This product has been amazing. I use it every day with no issues. I've had it for 14 months.,Excellent quality!,1
Fitness Tracker,Fitbit,Wearables,2023-04-11,Does the job but not as well as I had hoped. Could be improved. I've had it for 19 months.,Would not buy again,4
Fitness Tracker,Fitbit,Wearables,2023-12-08,Decent product but not worth the price. I expected better durability. I've had it for 12 months.,Good but not great,5
Smart Thermostat,Nest,Smart Home,2023-01-29,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 10 months.",Excellent quality!,4
Smart Thermostat,Nest,Smart Home,2022-07-01,Completely disappointed. It broke after minimal use. I've had it for 14 months.,Very disappointed,4
Digital Camera,Canon,Photography,2022-05-19,This exceeded my expectations! The design and performance are outstanding. I've had it for 9 months.,Terrible experience,3
Fitness Tracker,Fitbit,Wearables,2023-06-05,This product has been amazing. I use it every day with no issues. I've had it for 12 months.,Not worth it,4
Digital Camera,Canon,Photography,2022-08-10,Completely disappointed. It broke after minimal use. I've had it for 7 months.,Would not buy again,3
Electric Toothbrush,Oral-B,Health & Personal Care,2022-04-17,"Terrible build quality, not recommended at all. I've had it for 13 months.",Good but not great,3
Gaming Headset,Razer,Electronics,2023-11-17,This exceeded my expectations! The design and performance are outstanding. I've had it for 9 months.,Exceeded my expectations,4
Robot Vacuum,iRobot,Home Appliances,2022-01-20,Very pleased with this! Works as expected and easy to use. I've had it for 3 months.,Excellent quality!,1
Fitness Tracker,Fitbit,Wearables,2023-11-11,Very pleased with this! Works as expected and easy to use. I've had it for 13 months.,Highly recommended,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-05-14,Does the job but not as well as I had hoped. Could be improved. I've had it for 3 months.,Not worth it,4
Electric Toothbrush,Oral-B,Health & Personal Care,2023-11-14,"Terrible build quality, not recommended at all. I've had it for 17 months.","Meh, just okay",3
Espresso Machine,Breville,Home Appliances,2022-10-29,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 11 months.","Meh, just okay",1
Smart TV,Samsung,Electronics,2023-09-05,"Terrible build quality, not recommended at all. I've had it for 17 months.",Exceeded my expectations,4
Electric Toothbrush,Oral-B,Health & Personal Care,2022-01-23,This exceeded my expectations! The design and performance are outstanding. I've had it for 1 months.,Would not buy again,4
Smart TV,Samsung,Electronics,2023-04-14,This exceeded my expectations! The design and performance are outstanding. I've had it for 9 months.,Not worth it,2
Digital Camera,Canon,Photography,2023-09-30,Completely disappointed. It broke after minimal use. I've had it for 10 months.,Fantastic product!,1
Espresso Machine,Breville,Home Appliances,2022-08-11,"The product performs exceptionally well, very satisfied with my purchase. I've had it for 20 months.",Would not buy again,2
Espresso Machine,Breville,Home Appliances,2022-06-16,Decent product but not worth the price. I expected better durability. I've had it for 4 months.,Exceeded my expectations,1
Laptop Backpack,Samsonite,Luggage & Travel,2022-09-01,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 9 months.",Highly recommended,4
Robot Vacuum,iRobot,Home Appliances,2022-07-21,This exceeded my expectations! The design and performance are outstanding. I've had it for 6 months.,Good but not great,2
Wireless Keyboard,Logitech,Accessories,2022-02-09,This product has been amazing. I use it every day with no issues. I've had it for 18 months.,Highly recommended,4
Wireless Keyboard,Logitech,Accessories,2022-02-07,"I regret buying this, the build quality is terrible and it stopped working quickly. I've had it for 22 months.","Meh, just okay",3
Digital Camera,Canon,Photography,2023-08-05,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 17 months.",Exceeded my expectations,1
Smart Thermostat,Nest,Smart Home,2023-02-14,Does the job but not as well as I had hoped. Could be improved. I've had it for 2 months.,Would not buy again,1
Smart TV,Samsung,Electronics,2023-12-06,Completely disappointed. It broke after minimal use. I've had it for 12 months.,Would not buy again,1
Fitness Tracker,Fitbit,Wearables,2023-05-07,Does the job but not as well as I had hoped. Could be improved. I've had it for 24 months.,Highly recommended,2
Fitness Tracker,Fitbit,Wearables,2022-09-17,Very pleased with this! Works as expected and easy to use. I've had it for 11 months.,Very disappointed,3
Smart Thermostat,Nest,Smart Home,2023-08-10,This exceeded my expectations! The design and performance are outstanding. I've had it for 15 months.,Fantastic product!,2
Smart Thermostat,Nest,Smart Home,2023-10-31,This product has been amazing. I use it every day with no issues. I've had it for 21 months.,Would not buy again,2
Electric Toothbrush,Oral-B,Health & Personal Care,2023-06-10,"Terrible build quality, not recommended at all. I've had it for 6 months.",Good but not great,1
Digital Camera,Canon,Photography,2022-08-11,This exceeded my expectations! The design and performance are outstanding. I've had it for 20 months.,Fantastic product!,1
Espresso Machine,Breville,Home Appliances,2022-04-03,This exceeded my expectations! The design and performance are outstanding. I've had it for 7 months.,Terrible experience,3
Smart Thermostat,Nest,Smart Home,2022-09-22,This product has been amazing. I use it every day with no issues. I've had it for 4 months.,Not worth it,2
Gaming Headset,Razer,Electronics,2022-05-05,"A solid purchase, though I have some concerns about long-term reliability. I've had it for 22 months.",Exceeded my expectations,1
Gaming Headset,Razer,Electronics,2023-08-20,"Terrible build quality, not recommended at all. I've had it for 14 months.",Excellent quality!,2
